english_sentence,source_name
which produced another dead silence,Project Gutenberg - Alice in Wonderland
"Alice noticed with some surprise that the pebbles were all turning intolittle cakes as they lay on the floor, and a bright idea came into herhead",Project Gutenberg - Alice in Wonderland
"So she swallowed one of the cakes, and was delighted to find that shebegan shrinking directly",Project Gutenberg - Alice in Wonderland
"As soon as she was small enough to getthrough the door, she ran out of the house, and found quite a crowd oflittle animals and birds waiting outside",Project Gutenberg - Alice in Wonderland
"The poor little Lizard, Bill,was in the middle, being held up by two guineapigs, who were giving itsomething out of a bottle",Project Gutenberg - Alice in Wonderland
"They all made a rush at Alice the moment sheappeared; but she ran off as hard as she could, and soon found herselfsafe in a thick wood",Project Gutenberg - Alice in Wonderland
I think thatwill be the best plan,Project Gutenberg - Alice in Wonderland
"An enormous puppy was looking down at her with large round eyes, andfeebly stretching out one paw, trying to touch her",Project Gutenberg - Alice in Wonderland
And yet what a dear little puppy it was,Project Gutenberg - Alice in Wonderland
Id nearly forgotten thatIve got to grow up again,Project Gutenberg - Alice in Wonderland
Let me seehow is it to be managed,Project Gutenberg - Alice in Wonderland
"Isuppose I ought to eat or drink something or other; but the greatquestion is, what",Project Gutenberg - Alice in Wonderland
"The great question certainly was, what",Project Gutenberg - Alice in Wonderland
"Alice looked all round her atthe flowers and the blades of grass, but she did not see anything thatlooked like the right thing to eat or drink under the circumstances",Project Gutenberg - Alice in Wonderland
This was not an encouraging opening for a conversation,Project Gutenberg - Alice in Wonderland
What do you mean by that,Project Gutenberg - Alice in Wonderland
said the Caterpillar sternly,Project Gutenberg - Alice in Wonderland
"I cant explain myself, Im afraid, sir, said Alice, because Imnot myself, you see",Project Gutenberg - Alice in Wonderland
"I dont see, said the Caterpillar",Project Gutenberg - Alice in Wonderland
"It isnt, said the Caterpillar",Project Gutenberg - Alice in Wonderland
"Not a bit, said the Caterpillar",Project Gutenberg - Alice in Wonderland
"Well, perhaps your feelings may be different, said Alice; all I knowis, it would feel very queer to me",Project Gutenberg - Alice in Wonderland
said the Caterpillar contemptuously,Project Gutenberg - Alice in Wonderland
Which brought them back again to the beginning of the conversation,Project Gutenberg - Alice in Wonderland
"Here was another puzzling question; and as Alice could not think of anygood reason, and as the Caterpillar seemed to be in a very unpleasantstate of mind, she turned away",Project Gutenberg - Alice in Wonderland
the Caterpillar called after her,Project Gutenberg - Alice in Wonderland
Ive somethingimportant to say,Project Gutenberg - Alice in Wonderland
"This sounded promising, certainly: Alice turned and came back again",Project Gutenberg - Alice in Wonderland
"Keep your temper, said the Caterpillar",Project Gutenberg - Alice in Wonderland
"said Alice, swallowing down her anger as well as shecould",Project Gutenberg - Alice in Wonderland
"No, said the Caterpillar",Project Gutenberg - Alice in Wonderland
"Alice thought she might as well wait, as she had nothing else to do,and perhaps after all it might tell her something worth hearing",Project Gutenberg - Alice in Wonderland
"Forsome minutes it puffed away without speaking, but at last it unfoldedits arms, took the hookah out of its mouth again, and said, So youthink youre changed, do you",Project Gutenberg - Alice in Wonderland
"Im afraid I am, sir, said Alice; I cant remember things as Iusedand I dont keep the same size for ten minutes together",Project Gutenberg - Alice in Wonderland
Cant remember what things,Project Gutenberg - Alice in Wonderland
"Well, Ive tried to say How doth the little busy bee, but it allcame different",Project Gutenberg - Alice in Wonderland
Alice replied in a very melancholy voice,Project Gutenberg - Alice in Wonderland
"Repeat, You are old, Father William, said the Caterpillar",Project Gutenberg - Alice in Wonderland
"I have answered three questions, and that is enough, Said his father; dont give yourself airs",Project Gutenberg - Alice in Wonderland
Do you think I can listen all day to such stuff,Project Gutenberg - Alice in Wonderland
"Be off, or Ill kick you down stairs",Project Gutenberg - Alice in Wonderland
"That is not said right, said the Caterpillar",Project Gutenberg - Alice in Wonderland
"Not quite right, Im afraid, said Alice, timidly; some of thewords have got altered",Project Gutenberg - Alice in Wonderland
"It is wrong from beginning to end, said the Caterpillar decidedly,and there was silence for some minutes",Project Gutenberg - Alice in Wonderland
The Caterpillar was the first to speak,Project Gutenberg - Alice in Wonderland
What size do you want to be,Project Gutenberg - Alice in Wonderland
"Oh, Im not particular as to size, Alice hastily replied; only onedoesnt like changing so often, you know",Project Gutenberg - Alice in Wonderland
"I dont know, said the Caterpillar",Project Gutenberg - Alice in Wonderland
"Alice said nothing: she had never been so much contradicted in her lifebefore, and she felt that she was losing her temper",Project Gutenberg - Alice in Wonderland
Are you content now,Project Gutenberg - Alice in Wonderland
"Well, I should like to be a little larger, sir, if you wouldntmind, said Alice: three inches is such a wretched height to be",Project Gutenberg - Alice in Wonderland
It is a very good height indeed,Project Gutenberg - Alice in Wonderland
"said the Caterpillar angrily,rearing itself upright as it spoke it was exactly three inches high",Project Gutenberg - Alice in Wonderland
But Im not used to it,Project Gutenberg - Alice in Wonderland
pleaded poor Alice in a piteous tone,Project Gutenberg - Alice in Wonderland
"And shethought of herself, I wish the creatures wouldnt be so easilyoffended",Project Gutenberg - Alice in Wonderland
"Youll get used to it in time, said the Caterpillar; and it put thehookah into its mouth and began smoking again",Project Gutenberg - Alice in Wonderland
This time Alice waited patiently until it chose to speak again,Project Gutenberg - Alice in Wonderland
"In aminute or two the Caterpillar took the hookah out of its mouth andyawned once or twice, and shook itself",Project Gutenberg - Alice in Wonderland
One side of what,Project Gutenberg - Alice in Wonderland
The other side of what,Project Gutenberg - Alice in Wonderland
"Of the mushroom, said the Caterpillar, just as if she had asked italoud; and in another moment it was out of sight",Project Gutenberg - Alice in Wonderland
"However, atlast she stretched her arms round it as far as they would go, and brokeoff a bit of the edge with each hand",Project Gutenberg - Alice in Wonderland
And now which is which,Project Gutenberg - Alice in Wonderland
"she said to herself, and nibbled a little ofthe righthand bit to try the effect: the next moment she felt aviolent blow underneath her chin: it had struck her foot",Project Gutenberg - Alice in Wonderland
"Come, my heads free at last",Project Gutenberg - Alice in Wonderland
What can all that green stuff be,Project Gutenberg - Alice in Wonderland
And where have myshoulders got to,Project Gutenberg - Alice in Wonderland
"And oh, my poor hands, how is it I cant see you",Project Gutenberg - Alice in Wonderland
"She was moving them about as she spoke, but no result seemed to follow,except a little shaking among the distant green leaves",Project Gutenberg - Alice in Wonderland
Im not a serpent,Project Gutenberg - Alice in Wonderland
"Serpent, I say again",Project Gutenberg - Alice in Wonderland
"repeated the Pigeon, but in a more subduedtone, and added with a kind of sob, Ive tried every way, and nothingseems to suit them",Project Gutenberg - Alice in Wonderland
"I havent the least idea what youre talking about, said Alice",Project Gutenberg - Alice in Wonderland
"Ive tried the roots of trees, and Ive tried banks, and Ive triedhedges, the Pigeon went on, without attending to her; but thoseserpents",Project Gutenberg - Alice in Wonderland
Theres no pleasing them,Project Gutenberg - Alice in Wonderland
"Alice was more and more puzzled, but she thought there was no use insaying anything more till the Pigeon had finished",Project Gutenberg - Alice in Wonderland
"As if it wasnt trouble enough hatching the eggs, said the Pigeon;but I must be on the lookout for serpents night and day",Project Gutenberg - Alice in Wonderland
"Why, Ihavent had a wink of sleep these three weeks",Project Gutenberg - Alice in Wonderland
"Im very sorry youve been annoyed, said Alice, who was beginning tosee its meaning",Project Gutenberg - Alice in Wonderland
"But Im not a serpent, I tell you",Project Gutenberg - Alice in Wonderland
I can see youre trying toinvent something,Project Gutenberg - Alice in Wonderland
"IIm a little girl, said Alice, rather doubtfully, as she rememberedthe number of changes she had gone through that day",Project Gutenberg - Alice in Wonderland
A likely story indeed,Project Gutenberg - Alice in Wonderland
said the Pigeon in a tone of the deepestcontempt,Project Gutenberg - Alice in Wonderland
"Ive seen a good many little girls in my time, but neverone with such a neck as that",Project Gutenberg - Alice in Wonderland
Youre a serpent; and theresno use denying it,Project Gutenberg - Alice in Wonderland
I suppose youll be telling me next that you nevertasted an egg,Project Gutenberg - Alice in Wonderland
"I have tasted eggs, certainly, said Alice, who was a very truthfulchild; but little girls eat eggs quite as much as serpents do, youknow",Project Gutenberg - Alice in Wonderland
"I dont believe it, said the Pigeon; but if they do, why thentheyre a kind of serpent, thats all I can say",Project Gutenberg - Alice in Wonderland
"It matters a good deal to me, said Alice hastily; but Im notlooking for eggs, as it happens; and if I was, I shouldnt wantyours: I dont like them raw",Project Gutenberg - Alice in Wonderland
"Well, be off, then",Project Gutenberg - Alice in Wonderland
"said the Pigeon in a sulky tone, as it settleddown again into its nest",Project Gutenberg - Alice in Wonderland
"Alice crouched down among the trees as wellas she could, for her neck kept getting entangled among the branches,and every now and then she had to stop and untwist it",Project Gutenberg - Alice in Wonderland
"Come, theres half my plandone now",Project Gutenberg - Alice in Wonderland
How puzzling all these changes are,Project Gutenberg - Alice in Wonderland
"Im never sure what Imgoing to be, from one minute to another",Project Gutenberg - Alice in Wonderland
"However, Ive got back to myright size: the next thing is, to get into that beautiful gardenhowis that to be done, I wonder",Project Gutenberg - Alice in Wonderland
"As she said this, she came suddenlyupon an open place, with a little house in it about four feet high",Project Gutenberg - Alice in Wonderland
"Whoever lives there, thought Alice, itll never do to come upon themthis size: why, I should frighten them out of their wits",Project Gutenberg - Alice in Wonderland
"So shebegan nibbling at the righthand bit again, and did not venture to gonear the house till she had brought herself down to nine inches high",Project Gutenberg - Alice in Wonderland
"It was opened byanother footman in livery, with a round face, and large eyes like afrog; and both footmen, Alice noticed, had powdered hair that curledall over their heads",Project Gutenberg - Alice in Wonderland
"She felt very curious to know what it was allabout, and crept a little way out of the wood to listen",Project Gutenberg - Alice in Wonderland
An invitation from theQueen to play croquet,Project Gutenberg - Alice in Wonderland
"The FrogFootman repeated, in the same solemntone, only changing the order of the words a little, From the Queen",Project Gutenberg - Alice in Wonderland
An invitation for the Duchess to play croquet,Project Gutenberg - Alice in Wonderland
"Then they both bowed low, and their curls got entangled together",Project Gutenberg - Alice in Wonderland
"Alice went timidly up to the door, and knocked",Project Gutenberg - Alice in Wonderland
"Theres no sort of use in knocking, said the Footman, and that fortwo reasons",Project Gutenberg - Alice in Wonderland
"First, because Im on the same side of the door as youare; secondly, because theyre making such a noise inside, no one couldpossibly hear you",Project Gutenberg - Alice in Wonderland
"Please, then, said Alice, how am I to get in",Project Gutenberg - Alice in Wonderland
"There might be some sense in your knocking, the Footman went onwithout attending to her, if we had the door between us",Project Gutenberg - Alice in Wonderland
"For instance,if you were inside, you might knock, and I could let you out, youknow",Project Gutenberg - Alice in Wonderland
"He was looking up into the sky all the time he was speaking, andthis Alice thought decidedly uncivil",Project Gutenberg - Alice in Wonderland
"But perhaps he cant help it,she said to herself; his eyes are so very nearly at the top of hishead",Project Gutenberg - Alice in Wonderland
But at any rate he might answer questions,Project Gutenberg - Alice in Wonderland
How am I to get in,Project Gutenberg - Alice in Wonderland
"or next day, maybe, the Footman continued in the same tone, exactlyas if nothing had happened",Project Gutenberg - Alice in Wonderland
"asked Alice again, in a louder tone",Project Gutenberg - Alice in Wonderland
Are you to get in at all,Project Gutenberg - Alice in Wonderland
"Thats the firstquestion, you know",Project Gutenberg - Alice in Wonderland
"It was, no doubt: only Alice did not like to be told so",Project Gutenberg - Alice in Wonderland
"Its reallydreadful, she muttered to herself, the way all the creatures argue",Project Gutenberg - Alice in Wonderland
Its enough to drive one crazy,Project Gutenberg - Alice in Wonderland
"The Footman seemed to think this a good opportunity for repeating hisremark, with variations",Project Gutenberg - Alice in Wonderland
"I shall sit here, he said, on and off, fordays and days",Project Gutenberg - Alice in Wonderland
But what am I to do,Project Gutenberg - Alice in Wonderland
"Anything you like, said the Footman, and began whistling",Project Gutenberg - Alice in Wonderland
"Oh, theres no use in talking to him, said Alice desperately: hesperfectly idiotic",Project Gutenberg - Alice in Wonderland
And she opened the door and went in,Project Gutenberg - Alice in Wonderland
Theres certainly too much pepper in that soup,Project Gutenberg - Alice in Wonderland
"Alice said toherself, as well as she could for sneezing",Project Gutenberg - Alice in Wonderland
There was certainly too much of it in the air,Project Gutenberg - Alice in Wonderland
"Even the Duchess sneezedoccasionally; and as for the baby, it was sneezing and howlingalternately without a moments pause",Project Gutenberg - Alice in Wonderland
"The only things in the kitchenthat did not sneeze, were the cook, and a large cat which was sittingon the hearth and grinning from ear to ear",Project Gutenberg - Alice in Wonderland
"Please would you tell me, said Alice, a little timidly, for she wasnot quite sure whether it was good manners for her to speak first, whyyour cat grins like that",Project Gutenberg - Alice in Wonderland
"Its a Cheshire cat, said the Duchess, and thats why",Project Gutenberg - Alice in Wonderland
"They all can, said the Duchess; and most of em do",Project Gutenberg - Alice in Wonderland
"I dont know of any that do, Alice said very politely, feeling quitepleased to have got into a conversation",Project Gutenberg - Alice in Wonderland
"You dont know much, said the Duchess; and thats a fact",Project Gutenberg - Alice in Wonderland
"Alice did not at all like the tone of this remark, and thought it wouldbe as well to introduce some other subject of conversation",Project Gutenberg - Alice in Wonderland
"Oh, please mind what youre doing",Project Gutenberg - Alice in Wonderland
"cried Alice, jumping up and downin an agony of terror",Project Gutenberg - Alice in Wonderland
"Oh, there goes his precious nose",Project Gutenberg - Alice in Wonderland
"as anunusually large saucepan flew close by it, and very nearly carried itoff",Project Gutenberg - Alice in Wonderland
"If everybody minded their own business, the Duchess said in a hoarsegrowl, the world would go round a deal faster than it does",Project Gutenberg - Alice in Wonderland
"Which would not be an advantage, said Alice, who felt very glad toget an opportunity of showing off a little of her knowledge",Project Gutenberg - Alice in Wonderland
Justthink of what work it would make with the day and night,Project Gutenberg - Alice in Wonderland
"You see theearth takes twentyfour hours to turn round on its axisTalking of axes, said the Duchess, chop off her head",Project Gutenberg - Alice in Wonderland
"IOh, dont bother me, said the Duchess; I never could abidefigures",Project Gutenberg - Alice in Wonderland
In which the cook and the baby joined:Wow,Project Gutenberg - Alice in Wonderland
"you may nurse it a bit, if you like",Project Gutenberg - Alice in Wonderland
"the Duchess said to Alice,flinging the baby at her as she spoke",Project Gutenberg - Alice in Wonderland
"I must go and get ready to playcroquet with the Queen, and she hurried out of the room",Project Gutenberg - Alice in Wonderland
"The cookthrew a fryingpan after her as she went out, but it just missed her",Project Gutenberg - Alice in Wonderland
"Alice caught the baby with some difficulty, as it was a queershapedlittle creature, and held out its arms and legs in all directions,just like a starfish, thought Alice",Project Gutenberg - Alice in Wonderland
"If I dont take this child away with me,thought Alice, theyre sure to kill it in a day or two: wouldnt it bemurder to leave it behind",Project Gutenberg - Alice in Wonderland
"She said the last words out loud, and thelittle thing grunted in reply it had left off sneezing by this time",Project Gutenberg - Alice in Wonderland
"Dont grunt, said Alice; thats not at all a proper way ofexpressing yourself",Project Gutenberg - Alice in Wonderland
"The baby grunted again, and Alice looked very anxiously into its faceto see what was the matter with it",Project Gutenberg - Alice in Wonderland
"But perhaps it was onlysobbing, she thought, and looked into its eyes again, to see if therewere any tears",Project Gutenberg - Alice in Wonderland
"No, there were no tears",Project Gutenberg - Alice in Wonderland
"If youre going to turn into a pig, my dear,said Alice, seriously, Ill have nothing more to do with you",Project Gutenberg - Alice in Wonderland
"The poor little thing sobbed again or grunted, it was impossibleto say which, and they went on for some while in silence",Project Gutenberg - Alice in Wonderland
"Alice was just beginning to think to herself, Now, what am I to dowith this creature when I get it home",Project Gutenberg - Alice in Wonderland
"when it grunted again, soviolently, that she looked down into its face in some alarm",Project Gutenberg - Alice in Wonderland
"This timethere could be no mistake about it: it was neither more nor less thana pig, and she felt that it would be quite absurd for her to carry itfurther",Project Gutenberg - Alice in Wonderland
"So she set the little creature down, and felt quite relieved to see ittrot away quietly into the wood",Project Gutenberg - Alice in Wonderland
"If it had grown up, she said toherself, it would have made a dreadfully ugly child: but it makesrather a handsome pig, I think",Project Gutenberg - Alice in Wonderland
The Cat only grinned when it saw Alice,Project Gutenberg - Alice in Wonderland
"It looked goodnatured, shethought: still it had very long claws and a great many teeth, so shefelt that it ought to be treated with respect",Project Gutenberg - Alice in Wonderland
"Cheshire Puss, she began, rather timidly, as she did not at all knowwhether it would like the name: however, it only grinned a littlewider",Project Gutenberg - Alice in Wonderland
"Come, its pleased so far, thought Alice, and she went on",Project Gutenberg - Alice in Wonderland
"Would you tell me, please, which way I ought to go from here",Project Gutenberg - Alice in Wonderland
"That depends a good deal on where you want to get to, said the Cat",Project Gutenberg - Alice in Wonderland
I dont much care where said Alice,Project Gutenberg - Alice in Wonderland
"Then it doesnt matter which way you go, said the Cat",Project Gutenberg - Alice in Wonderland
"so long as I get somewhere, Alice added as an explanation",Project Gutenberg - Alice in Wonderland
"Oh, youre sure to do that, said the Cat, if you only walk longenough",Project Gutenberg - Alice in Wonderland
"Alice felt that this could not be denied, so she tried anotherquestion",Project Gutenberg - Alice in Wonderland
What sort of people live about here,Project Gutenberg - Alice in Wonderland
"In that direction, the Cat said, waving its right paw round, livesa Hatter: and in that direction, waving the other paw, lives aMarch Hare",Project Gutenberg - Alice in Wonderland
Visit either you like: theyre both mad,Project Gutenberg - Alice in Wonderland
"But I dont want to go among mad people, Alice remarked",Project Gutenberg - Alice in Wonderland
"Oh, you cant help that, said the Cat: were all mad here",Project Gutenberg - Alice in Wonderland
How do you know Im mad,Project Gutenberg - Alice in Wonderland
"You must be, said the Cat, or you wouldnt have come here",Project Gutenberg - Alice in Wonderland
"Alice didnt think that proved it at all; however, she went on And howdo you know that youre mad",Project Gutenberg - Alice in Wonderland
"To begin with, said the Cat, a dogs not mad",Project Gutenberg - Alice in Wonderland
"I suppose so, said Alice",Project Gutenberg - Alice in Wonderland
"Well, then, the Cat went on, you see, a dog growls when its angry,and wags its tail when its pleased",Project Gutenberg - Alice in Wonderland
"Now I growl when Im pleased,and wag my tail when Im angry",Project Gutenberg - Alice in Wonderland
"I call it purring, not growling, said Alice",Project Gutenberg - Alice in Wonderland
"Call it what you like, said the Cat",Project Gutenberg - Alice in Wonderland
Do you play croquet with theQueen today,Project Gutenberg - Alice in Wonderland
"I should like it very much, said Alice, but I havent been invitedyet",Project Gutenberg - Alice in Wonderland
"Youll see me there, said the Cat, and vanished",Project Gutenberg - Alice in Wonderland
"Alice was not much surprised at this, she was getting so used to queerthings happening",Project Gutenberg - Alice in Wonderland
"While she was looking at the place where it had been,it suddenly appeared again",Project Gutenberg - Alice in Wonderland
"Bythebye, what became of the baby",Project Gutenberg - Alice in Wonderland
Id nearlyforgotten to ask,Project Gutenberg - Alice in Wonderland
"It turned into a pig, Alice quietly said, just as if it had come backin a natural way",Project Gutenberg - Alice in Wonderland
"I thought it would, said the Cat, and vanished again",Project Gutenberg - Alice in Wonderland
"As she said this, she looked up, and there was the Catagain, sitting on a branch of a tree",Project Gutenberg - Alice in Wonderland
"Did you say pig, or fig",Project Gutenberg - Alice in Wonderland
"I said pig, replied Alice; and I wish you wouldnt keep appearingand vanishing so suddenly: you make one quite giddy",Project Gutenberg - Alice in Wonderland
"Ive often seen a cat without a grin, thought Alice; but agrin without a cat",Project Gutenberg - Alice in Wonderland
Its the most curious thing I ever saw in my life,Project Gutenberg - Alice in Wonderland
I almost wish Id gone to see the Hatter instead,Project Gutenberg - Alice in Wonderland
"Veryuncomfortable for the Dormouse, thought Alice; only, as its asleep,I suppose it doesnt mind",Project Gutenberg - Alice in Wonderland
"The table was a large one, but the three were all crowded together atone corner of it: No room",Project Gutenberg - Alice in Wonderland
they cried out when they sawAlice coming,Project Gutenberg - Alice in Wonderland
Theres plenty of room,Project Gutenberg - Alice in Wonderland
"said Alice indignantly, andshe sat down in a large armchair at one end of the table",Project Gutenberg - Alice in Wonderland
"Have some wine, the March Hare said in an encouraging tone",Project Gutenberg - Alice in Wonderland
"Alice looked all round the table, but there was nothing on it but tea",Project Gutenberg - Alice in Wonderland
"I dont see any wine, she remarked",Project Gutenberg - Alice in Wonderland
"There isnt any, said the March Hare",Project Gutenberg - Alice in Wonderland
"Then it wasnt very civil of you to offer it, said Alice angrily",Project Gutenberg - Alice in Wonderland
"It wasnt very civil of you to sit down without being invited, saidthe March Hare",Project Gutenberg - Alice in Wonderland
"I didnt know it was your table, said Alice; its laid for a greatmany more than three",Project Gutenberg - Alice in Wonderland
"Your hair wants cutting, said the Hatter",Project Gutenberg - Alice in Wonderland
"He had been looking atAlice for some time with great curiosity, and this was his firstspeech",Project Gutenberg - Alice in Wonderland
"You should learn not to make personal remarks, Alice said with someseverity; its very rude",Project Gutenberg - Alice in Wonderland
"The Hatter opened his eyes very wide on hearing this; but all he saidwas, Why is a raven like a writingdesk",Project Gutenberg - Alice in Wonderland
"Come, we shall have some fun now",Project Gutenberg - Alice in Wonderland
Im glad theyvebegun asking riddles,Project Gutenberg - Alice in Wonderland
"I believe I can guess that, she added aloud",Project Gutenberg - Alice in Wonderland
Do you mean that you think you can find out the answer to it,Project Gutenberg - Alice in Wonderland
"Exactly so, said Alice",Project Gutenberg - Alice in Wonderland
"Then you should say what you mean, the March Hare went on",Project Gutenberg - Alice in Wonderland
"I do, Alice hastily replied; at leastat least I mean what Isaythats the same thing, you know",Project Gutenberg - Alice in Wonderland
Not the same thing a bit,Project Gutenberg - Alice in Wonderland
You might just as wellsay that I see what I eat is the same thing as I eat what I see,Project Gutenberg - Alice in Wonderland
"You might just as well say, added the March Hare, that I like whatI get is the same thing as I get what I like",Project Gutenberg - Alice in Wonderland
The Hatter was the first to break the silence,Project Gutenberg - Alice in Wonderland
What day of the monthis it,Project Gutenberg - Alice in Wonderland
"he said, turning to Alice: he had taken his watch out of hispocket, and was looking at it uneasily, shaking it every now and then,and holding it to his ear",Project Gutenberg - Alice in Wonderland
"Alice considered a little, and then said The fourth",Project Gutenberg - Alice in Wonderland
I told you butter wouldnt suitthe works,Project Gutenberg - Alice in Wonderland
he added looking angrily at the March Hare,Project Gutenberg - Alice in Wonderland
"It was the best butter, the March Hare meekly replied",Project Gutenberg - Alice in Wonderland
"Yes, but some crumbs must have got in as well, the Hatter grumbled:you shouldnt have put it in with the breadknife",Project Gutenberg - Alice in Wonderland
Alice had been looking over his shoulder with some curiosity,Project Gutenberg - Alice in Wonderland
"It tells the day of the month, and doesnttell what oclock it is",Project Gutenberg - Alice in Wonderland
Does your watch tell you whatyear it is,Project Gutenberg - Alice in Wonderland
"Of course not, Alice replied very readily: but thats because itstays the same year for such a long time together",Project Gutenberg - Alice in Wonderland
"Which is just the case with mine, said the Hatter",Project Gutenberg - Alice in Wonderland
"Alice felt dreadfully puzzled, The Hatters remark seemed to have nosort of meaning in it, and yet it was certainly English",Project Gutenberg - Alice in Wonderland
"I dont quiteunderstand you, she said, as politely as she could",Project Gutenberg - Alice in Wonderland
"The Dormouse is asleep again, said the Hatter, and he poured a littlehot tea upon its nose",Project Gutenberg - Alice in Wonderland
"The Dormouse shook its head impatiently, and said, without opening itseyes, Of course, of course; just what I was going to remark myself",Project Gutenberg - Alice in Wonderland
Have you guessed the riddle yet,Project Gutenberg - Alice in Wonderland
"the Hatter said, turning to Aliceagain",Project Gutenberg - Alice in Wonderland
"No, I give it up, Alice replied: whats the answer",Project Gutenberg - Alice in Wonderland
"I havent the slightest idea, said the Hatter",Project Gutenberg - Alice in Wonderland
"Nor I, said the March Hare",Project Gutenberg - Alice in Wonderland
"I think you might do something better with thetime, she said, than waste it in asking riddles that have noanswers",Project Gutenberg - Alice in Wonderland
"If you knew Time as well as I do, said the Hatter, you wouldnt talkabout wasting it",Project Gutenberg - Alice in Wonderland
"I dont know what you mean, said Alice",Project Gutenberg - Alice in Wonderland
Of course you dont,Project Gutenberg - Alice in Wonderland
"the Hatter said, tossing his headcontemptuously",Project Gutenberg - Alice in Wonderland
I dare say you never even spoke to Time,Project Gutenberg - Alice in Wonderland
"Perhaps not, Alice cautiously replied: but I know I have to beattime when I learn music",Project Gutenberg - Alice in Wonderland
"that accounts for it, said the Hatter",Project Gutenberg - Alice in Wonderland
He wont stand beating,Project Gutenberg - Alice in Wonderland
"Now, if you only kept on good terms with him, hed do almost anythingyou liked with the clock",Project Gutenberg - Alice in Wonderland
"For instance, suppose it were nine oclock inthe morning, just time to begin lessons: youd only have to whisper ahint to Time, and round goes the clock in a twinkling",Project Gutenberg - Alice in Wonderland
"Halfpast one,time for dinner",Project Gutenberg - Alice in Wonderland
"I only wish it was, the March Hare said to itself in a whisper",Project Gutenberg - Alice in Wonderland
"That would be grand, certainly, said Alice thoughtfully: but thenIshouldnt be hungry for it, you know",Project Gutenberg - Alice in Wonderland
"Not at first, perhaps, said the Hatter: but you could keep it tohalfpast one as long as you liked",Project Gutenberg - Alice in Wonderland
Is that the way you manage,Project Gutenberg - Alice in Wonderland
The Hatter shook his head mournfully,Project Gutenberg - Alice in Wonderland
How I wonder what youre at,Project Gutenberg - Alice in Wonderland
"You know the song, perhaps",Project Gutenberg - Alice in Wonderland
"Ive heard something like it, said Alice",Project Gutenberg - Alice in Wonderland
"It goes on, you know, the Hatter continued, in this way:Up above the world you fly,Like a teatray in the sky",Project Gutenberg - Alice in Wonderland
"Twinkle, twinkleHere the Dormouse shook itself, and began singing in its sleepTwinkle, twinkle, twinkle, twinkle and went on so long that theyhad to pinch it to make it stop",Project Gutenberg - Alice in Wonderland
"Well, Id hardly finished the first verse, said the Hatter, when theQueen jumped up and bawled out, Hes murdering the time",Project Gutenberg - Alice in Wonderland
"And ever since that, the Hatter went on in a mournful tone, he wontdo a thing I ask",Project Gutenberg - Alice in Wonderland
Its always six oclock now,Project Gutenberg - Alice in Wonderland
A bright idea came into Alices head,Project Gutenberg - Alice in Wonderland
Is that the reason so manyteathings are put out here,Project Gutenberg - Alice in Wonderland
"Yes, thats it, said the Hatter with a sigh: its always teatime,and weve no time to wash the things between whiles",Project Gutenberg - Alice in Wonderland
"Then you keep moving round, I suppose",Project Gutenberg - Alice in Wonderland
"Exactly so, said the Hatter: as the things get used up",Project Gutenberg - Alice in Wonderland
But what happens when you come to the beginning again,Project Gutenberg - Alice in Wonderland
"Suppose we change the subject, the March Hare interrupted, yawning",Project Gutenberg - Alice in Wonderland
Im getting tired of this,Project Gutenberg - Alice in Wonderland
I vote the young lady tells us a story,Project Gutenberg - Alice in Wonderland
"Im afraid I dont know one, said Alice, rather alarmed at theproposal",Project Gutenberg - Alice in Wonderland
Then the Dormouse shall,Project Gutenberg - Alice in Wonderland
Andthey pinched it on both sides at once,Project Gutenberg - Alice in Wonderland
The Dormouse slowly opened his eyes,Project Gutenberg - Alice in Wonderland
"I wasnt asleep, he said in ahoarse, feeble voice: I heard every word you fellows were saying",Project Gutenberg - Alice in Wonderland
Tell us a story,Project Gutenberg - Alice in Wonderland
said the March Hare,Project Gutenberg - Alice in Wonderland
"And be quick about it, added the Hatter, or youll be asleep againbefore its done",Project Gutenberg - Alice in Wonderland
"said Alice, who always took a great interestin questions of eating and drinking",Project Gutenberg - Alice in Wonderland
"They lived on treacle, said the Dormouse, after thinking a minute ortwo",Project Gutenberg - Alice in Wonderland
"They couldnt have done that, you know, Alice gently remarked;theyd have been ill",Project Gutenberg - Alice in Wonderland
"So they were, said the Dormouse; very ill",Project Gutenberg - Alice in Wonderland
"Take some more tea, the March Hare said to Alice, very earnestly",Project Gutenberg - Alice in Wonderland
"Ive had nothing yet, Alice replied in an offended tone, so I canttake more",Project Gutenberg - Alice in Wonderland
"You mean you cant take less, said the Hatter: its very easy totake more than nothing",Project Gutenberg - Alice in Wonderland
"Nobody asked your opinion, said Alice",Project Gutenberg - Alice in Wonderland
Whos making personal remarks now,Project Gutenberg - Alice in Wonderland
the Hatter asked triumphantly,Project Gutenberg - Alice in Wonderland
"Alice did not quite know what to say to this: so she helped herself tosome tea and breadandbutter, and then turned to the Dormouse, andrepeated her question",Project Gutenberg - Alice in Wonderland
Why did they live at the bottom of a well,Project Gutenberg - Alice in Wonderland
"The Dormouse again took a minute or two to think about it, and thensaid, It was a treaclewell",Project Gutenberg - Alice in Wonderland
Theres no such thing,Project Gutenberg - Alice in Wonderland
"Alice was beginning very angrily, but theHatter and the March Hare went Sh",Project Gutenberg - Alice in Wonderland
"and the Dormouse sulkilyremarked, If you cant be civil, youd better finish the story foryourself",Project Gutenberg - Alice in Wonderland
